ID,var_rpta_alt,Prob_uno
62397#863019#217323,1,0.7724
362382#65843#1039177,0,0.3571
327730#214210#868550,1,0.7282
303268#585904#494438,0,0.2598
339144#64897#1040111,1,0.6426
575422#252785#830225,0,0.2334
626379#407976#671943,0,0.2924
219030#274045#808974,1,0.6069
569754#115865#971955,1,0.6619
362713#199086#889179,0,0.3577
417897#888448#191894,0,0.2335
256163#679557#400785,0,0.2619
138404#124751#984176,0,0.4399
191178#833922#246420,0,0.2087
42278#734899#345443,1,0.6138
189814#239863#843162,0,0.2966
45917#288984#794079,0,0.2826
128916#886485#193857,0,0.3626
524512#632890#447452,1,0.7182
291011#270524#812482,0,0.3135
553769#719922#360420,0,0.2242
262955#559194#521148,0,0.4427
514999#104526#983245,0,0.4448
415923#409381#670541,1,0.8023
328792#265784#817213,1,0.6878
59963#489886#590456,0,0.1486
153323#262636#820348,0,0.302
553769#720084#360258,0,0.4153
586714#461730#618609,1,0.5698
432249#328252#754898,1,0.8118
376029#309197#773927,1,0.507
598524#283163#799893,1,0.8587
569921#882033#198309,0,0.1821
406318#971398#108944,1,0.554
17480#693996#386346,0,0.2349
610251#484808#595534,1,0.5123
556576#247841#835158,0,0.2836
220931#834111#246231,0,0.3348
114793#384760#695098,0,0.3168
527636#469253#611089,1,0.5632
388548#735781#344561,1,0.5279
532506#17361#1001090,1,0.5362
286297#521223#559119,0,0.2978
239156#279991#803053,1,0.6209
532840#643975#436367,0,0.3507
12734#6462#1079730,0,0.4539
57995#1012056#68286,1,0.6668
90105#618105#462237,0,0.2447
536210#415#1073150,0,0.4552
315369#983739#96603,1,0.6518
161336#519552#560790,1,0.7497
91984#542058#538284,1,0.5677
26011#28120#883815,0,0.3948
296600#120405#967419,0,0.4639
203592#1039918#40424,1,0.8044
272920#990104#90238,0,0.4712
370820#242922#840089,0,0.3649
456006#675495#404847,1,0.6258
10321#569253#511089,0,0.1661
4371#716871#363471,0,0.2661
75986#789946#290396,0,0.0839
232264#730939#349403,0,0.4269
168104#527973#552369,1,0.5009
16542#727379#352963,0,0.476
146490#1047013#33329,0,0.3121
435605#531021#549321,1,0.7636
274420#974367#105975,0,0.4752
338473#177273#910837,1,0.5967
336022#517100#563242,1,0.5494
502531#82245#1023003,0,0.3522
400508#69504#1035548,0,0.3644
449214#201937#883302,1,0.7201
571616#176901#911205,1,0.6713
993#1046481#33861,1,0.6563
610001#293967#789118,0,0.3924
272482#441401#638909,1,0.6472
120446#501202#579140,0,0.2782
222084#7600#1005090,1,0.5581
330612#645265#435077,0,0.3256
434681#392742#687167,0,0.3785
609677#353046#726825,1,0.6077
605055#444818#635514,1,0.6776
278863#796916#283426,0,0.1722
606924#770485#309857,0,0.1519
465644#1044096#36246,1,0.5496
561297#639358#440984,1,0.5787
539788#852869#227473,1,0.5977
151553#549713#530629,0,0.4946
114271#842998#237344,1,0.62
512663#140796#947310,1,0.5387
577943#851927#228415,1,0.5956
432154#201924#883314,0,0.3508
536402#70005#1035042,0,0.4644
504293#835309#245033,1,0.7989
561590#686802#393540,1,0.644
312755#706911#373431,0,0.3641
5134#761599#318743,0,0.1476
16668#543993#536349,0,0.4074
23141#347985#732745,0,0.402
14850#692122#388220,0,0.2884
110690#592412#487930,1,0.571
445047#728577#351765,1,0.678
105557#1030668#49674,0,0.3139
396638#113869#973945,0,0.2193
547164#221938#860855,1,0.9138
487062#856305#224037,1,0.7792
451543#623496#456846,1,0.688
450108#388462#691390,1,0.7662
148801#319553#763597,0,0.4898
154875#760701#319641,0,0.3855
264024#611953#468389,0,0.2952
235534#766242#314100,0,0.3753
120829#278410#804631,0,0.1533
306563#714888#365454,0,0.1686
569289#820975#259367,0,0.3002
496247#812615#267727,0,0.2958
68761#131504#956362,0,0.4777
462994#345963#734731,1,0.6034
560292#652570#427772,1,0.5433
400754#974527#105815,0,0.3942
160141#804315#276027,0,0.253
155519#803897#276445,1,0.7763
183081#553138#527204,1,0.6006
510781#859778#220564,0,0.4202
28016#683969#396373,0,0.1728
27372#1071120#9222,0,0.4444
259163#954656#125686,1,0.7827
628508#92305#995459,1,0.6958
280884#328786#751906,1,0.7423
581227#648389#431953,1,0.6621
179417#524452#555890,0,0.4789
497508#987724#92618,1,0.7961
419992#876578#203764,0,0.451
110125#420610#659384,0,0.4627
178116#479934#600408,0,0.3444
313492#816171#264171,1,0.5967
301642#13482#997581,1,0.7708
554565#867467#212875,0,0.1396
281931#663916#416426,0,0.2466
375888#320593#762564,1,0.8644
447134#542098#538244,0,0.4059
543587#4073#999590,1,0.7861
470471#590886#489456,1,0.5328
49604#199988#888280,0,0.28
155144#567932#512410,1,0.5427
434535#64280#1040722,0,0.3912
608209#318234#764905,1,0.8812
354291#884826#195516,0,0.2003
610187#536799#543543,0,0.4057
621640#70697#1034355,0,0.3078
222443#1072615#7727,1,0.5533
447745#621114#459228,0,0.0439
480276#982538#97804,0,0.2032
11891#1014472#65870,0,0.4151
450995#718887#361455,1,0.6547
447176#258055#824930,0,0.2747
107307#337779#742845,0,0.1147
432282#728408#351934,0,0.38
305501#31945#878430,0,0.1265
268464#747753#332589,0,0.4961
190021#207006#875663,1,0.9116
3558#832165#248177,0,0.4525
211531#191881#896360,0,0.3839
114721#120890#966932,0,0.3756
314653#566952#513390,0,0.384
542553#831723#248619,0,0.2737
363691#174038#914076,0,0.2985
178174#135521#952570,1,0.5397
315628#7541#999140,0,0.3901
591681#129491#958361,1,0.9065
70549#685236#395106,0,0.2438
488641#993026#87316,0,0.2668
193036#1039907#40435,0,0.3849
97108#373286#706567,1,0.5545
8545#277200#805831,0,0.2255
49761#1977#1002662,0,0.3793
160943#149841#938250,0,0.3957
117126#433741#646402,0,0.3686
229470#220498#862294,1,0.6855
181246#457345#622987,1,0.5512
245703#871808#208534,0,0.4908
26572#485791#594551,0,0.2446
109350#172704#915420,1,0.5759
599201#467251#613091,0,0.4164
437332#817413#262929,1,0.5399
559462#75665#1029400,1,0.6499
121436#1023137#57205,1,0.6668
17796#41916#1063190,0,0.443
73738#678078#402264,0,0.4307
226236#133153#954808,0,0.4025
52736#655652#424690,0,0.4224
271104#767247#313095,0,0.4291
304086#776983#303359,1,0.7502
69026#650144#430198,0,0.295
459631#926950#153392,0,0.3688
595284#427959#652028,1,0.6177
156197#48494#1056330,1,0.587
3035#522789#557553,0,0.1532
254006#116814#970998,1,0.7203
132427#189994#898241,0,0.4273
5863#298040#785065,1,0.6003
193725#363021#716834,0,0.3196
149061#398834#681080,0,0.4209
549161#1016637#63705,0,0.3767
303588#712092#368250,1,0.648
601561#625198#455144,1,0.7555
580073#74656#1030396,0,0.3352
449165#765499#314843,0,0.3259
238268#182240#905893,0,0.1957
258639#1017647#62695,0,0.4038
309117#1006704#73638,1,0.5727
4769#389631#690217,0,0.4656
81489#529174#551168,1,0.7315
165416#1072839#7503,0,0.3727
448483#146557#941535,1,0.7114
304266#387017#692834,1,0.5344
501846#95032#992744,0,0.3081
437015#701974#378368,0,0.16
53879#708453#371889,0,0.3594
504274#467580#612762,1,0.9021
382895#359468#720393,0,0.2758
261740#870322#210020,1,0.5981
599581#310480#772657,0,0.3384
362439#71301#1033756,1,0.5019
286644#109653#978141,0,0.3464
293996#985641#94701,1,0.5311
441187#165499#922620,0,0.4994
583827#726118#354224,0,0.4115
356887#766495#313847,1,0.6151
542379#502906#577436,0,0.2804
451316#1003589#76753,1,0.5316
65840#350495#730271,1,0.5997
461705#455404#624933,1,0.5052
506418#370835#709012,0,0.1621
594730#682992#397350,1,0.6918
188250#986837#93505,0,0.4951
32982#298881#784223,0,0.4499
230375#953456#126886,1,0.5468
217772#92509#995254,1,0.6141
181055#1048249#32093,0,0.3595
42067#623742#456600,1,0.5697
500056#181192#906941,1,0.8194
550466#881746#198596,0,0.3739
210307#342729#737931,0,0.3503
610443#103531#984241,0,0.185
482243#993141#87201,0,0.4718
608404#413760#666162,1,0.9082
150665#551681#528661,0,0.1809
489513#179630#908490,0,0.3827
562911#174910#913198,0,0.2845
99771#653441#426901,0,0.449
489691#170886#917252,1,0.7751
122739#350466#730300,0,0.3296
248008#815810#264532,1,0.6376
116667#482317#598025,0,0.2035
6174#226825#855990,1,0.6647
99601#446225#634115,1,0.7162
557570#473096#607246,0,0.2801
500066#322906#760230,1,0.5584
275617#20262#998789,1,0.8332
377857#732939#347403,1,0.6187
378396#753269#327073,1,0.6458
606576#598269#482073,0,0.3556
518921#638297#442045,0,0.2978
247201#817985#262357,0,0.3857
310169#626777#453565,1,0.6076
457118#676987#403355,1,0.5657
568708#352951#726921,1,0.6364
37463#285126#797931,1,0.827
35683#726970#353372,0,0.2264
373354#1065374#14968,0,0.1278
589992#590151#490191,1,0.531
493653#717238#363104,0,0.2691
554116#1048345#31997,0,0.2528
540790#852909#227433,0,0.3689
250593#450886#629478,0,0.1394
11070#148639#939453,1,0.7261
178470#4709#1009734,0,0.2572
514752#1059327#21015,1,0.8029
400502#418829#661164,0,0.2311
516885#784641#295701,0,0.4275
401153#992828#87514,0,0.4797
619283#2959#1078261,0,0.0965
363737#326386#756751,0,0.4878
607208#709514#370828,1,0.6062
85904#911147#169195,1,0.5314
626724#866823#213519,0,0.2264
460417#685728#394614,1,0.6427
242890#824844#255498,0,0.3864
156016#314548#768595,0,0.4983
191305#269469#813541,0,0.3007
189408#394825#685087,1,0.7933
209800#343324#737340,0,0.3937
204247#789214#291128,0,0.3313
146602#407118#672802,0,0.3872
216941#1074681#5661,0,0.3186
433843#800293#280049,0,0.3983
381699#890459#189883,0,0.4085
573467#822066#258276,0,0.3792
263043#11961#1009638,0,0.3517
32846#411690#668229,0,0.13
362738#592472#487870,0,0.2071
287964#853078#227264,0,0.4438
311336#1064473#15869,0,0.3605
231692#774262#306080,0,0.2884
623615#55637#1049322,0,0.2824
42720#628149#452193,0,0.3813
256194#280498#802541,1,0.7207
31227#1016779#63563,0,0.3129
12362#979627#100715,1,0.5399
188079#495085#585257,0,0.3796
410552#1052694#27648,0,0.2748
328362#309137#773986,1,0.5653
431074#1061616#18726,0,0.1951
620059#444037#636286,1,0.5533
229727#868313#212029,0,0.4032
353614#104933#982840,1,0.9254
214324#985241#95101,0,0.4469
144949#612826#467516,0,0.2793
176186#872256#208086,0,0.3281
149567#405404#674521,1,0.6088
486032#851495#228847,1,0.5196
435996#1060023#20319,1,0.8391
457536#374027#705827,0,0.4137
369670#301343#781774,0,0.3619
566349#1004305#76037,0,0.2755
389348#163624#924497,1,0.5926
56972#1033412#46930,0,0.4317
377661#730569#349773,1,0.5859
339797#814813#265529,1,0.7573
7708#622763#457579,0,0.2819
3744#84035#1021218,0,0.4458
67236#424495#655489,0,0.2258
229088#844687#235655,0,0.195
236259#431215#648832,0,0.3006
36997#641003#439339,1,0.7349
173682#621055#459287,0,0.14
514824#878707#201635,0,0.3028
465105#789846#290496,0,0.2498
604452#547751#532591,0,0.4476
149472#446763#633581,1,0.5965
609868#317147#765994,0,0.3048
76736#302994#780115,1,0.71
229268#735531#344811,0,0.3894
254441#238439#844555,1,0.6623
91467#949531#130811,0,0.2956
468201#358921#720937,0,0.3048
604587#42902#1061911,1,0.5287
411389#426129#653847,1,0.5604
555353#71786#1033278,0,0.3938
628562#309548#773583,1,0.7672
543608#1070975#9367,1,0.6712
446512#419914#660078,0,0.3718
981#45852#1058981,0,0.3762
50494#389834#690024,1,0.647
245382#479914#600428,0,0.3025
230148#114352#973466,0,0.2051
21563#17211#1075035,0,0.2576
148912#729959#350383,0,0.4454
10559#723860#356482,1,0.7484
297671#982311#98031,1,0.6866
482916#767978#312364,0,0.126
501682#120610#967212,0,0.262
436457#586367#493975,0,0.3625
250384#416688#663306,0,0.365
205286#661464#418878,0,0.2127
261864#970754#109588,0,0.2769
409779#1007673#72669,0,0.1087
585098#869437#210905,0,0.4589
578708#648499#431843,0,0.4618
582371#385373#694480,0,0.3776
552577#143871#944232,0,0.4413
229041#823322#257020,1,0.5151
210504#527482#552860,0,0.1867
164548#963997#116345,1,0.56
40295#708287#372055,0,0.4818
51442#999298#81044,0,0.4427
247618#625396#454946,0,0.4299
269282#611948#468394,1,0.6443
516852#888228#192114,0,0.1146
337834#194240#894014,0,0.3576
374987#260312#822671,1,0.6458
390082#408289#671627,1,0.6501
83138#497451#582891,1,0.6349
251611#825649#254693,0,0.3161
633888#676931#403411,0,0.126
64167#498407#581935,0,0.4117
52956#511683#568659,0,0.1225
75400#967564#112778,1,0.5604
107860#679470#400872,1,0.5316
21358#691706#388636,0,0.4197
189768#767820#312522,1,0.621
382971#71049#1034005,0,0.3528
543855#718986#361356,1,0.648
441418#176897#911209,1,0.8721
382254#422284#657703,1,0.7198
2103#967944#112398,1,0.6964
349986#381376#698476,1,0.506
281976#517864#562478,1,0.666
287389#858072#222270,1,0.6162
434452#590051#490291,0,0.1877
625534#958542#121800,0,0.4167
63470#125539#962295,1,0.8
277811#1010093#70249,0,0.3318
28084#782477#297865,0,0.195
46066#1025428#54914,0,0.3601
149994#414836#665100,0,0.4258
260975#854057#226285,1,0.5219
537851#779386#300956,0,0.3707
544329#1058536#21806,0,0.1328
259715#195119#893138,0,0.3835
616980#881146#199196,0,0.2481
73131#1029342#51000,0,0.3648
277401#1780#1073768,1,0.5032
470699#731544#348798,1,0.6631
591261#1076323#4019,1,0.7613
395358#632489#447853,0,0.4331
19285#782615#297727,1,0.5425
93651#248582#834420,0,0.1543
527059#657581#422761,1,0.7231
520160#277722#805312,0,0.052
548296#56833#1048116,0,0.166
349263#388696#691163,1,0.7523
184995#510377#569965,0,0.2042
550550#1003497#76845,0,0.4362
331290#878563#201779,0,0.3955
395265#976310#104032,0,0.277
419847#1010421#69921,0,0.3611
224122#657911#422431,0,0.384
433763#979814#100528,0,0.447
103794#338631#742010,0,0.2918
197049#341146#739502,1,0.7544
89802#442513#637794,0,0.4391
85#952231#128111,0,0.2808
318467#965698#114644,1,0.51
353402#634267#446075,0,0.1621
417921#453130#627217,0,0.4689
542440#422925#657059,0,0.3642
528207#368200#711660,1,0.535
484025#536673#543669,0,0.0909
226729#568781#511561,1,0.5403
328146#92444#995320,1,0.637
202803#89683#1015632,0,0.2484
28345#786798#293544,0,0.3673
213484#1033749#46593,0,0.2386
118898#345586#735101,0,0.492
259425#492914#587428,1,0.5507
286349#400751#679159,0,0.4554
365440#873472#206870,0,0.4529
572701#726302#354040,0,0.2399
583245#1010039#70303,1,0.609
16404#818255#262087,0,0.3417
73731#564767#515575,0,0.2261
232547#732424#347918,0,0.0608
218512#567284#513058,0,0.254
64805#500514#579828,0,0.2588
215994#679758#400584,0,0.3885
155327#295492#787603,1,0.6509
368202#371521#690658,1,0.574
512864#866676#213666,0,0.4956
446601#527121#553221,0,0.424
570266#906601#173741,0,0.1535
4376#833874#246468,0,0.4672
529633#485710#594632,0,0.3046
559133#257997#824989,0,0.4028
261509#293054#790021,1,0.5961
262537#611978#468364,0,0.3533
132342#658582#421760,1,0.6774
236711#1001784#78558,0,0.4684
58296#867215#213127,0,0.2906
192897#130671#957179,0,0.3476
596496#489980#590362,0,0.1839
558286#1065938#14404,0,0.2608
105107#381117#698739,1,0.6648
470521#780804#299538,0,0.4758
15289#482546#597796,0,0.3132
264077#742430#337912,1,0.5283
450381#347503#733218,1,0.5561
411349#829492#250850,0,0.3049
381318#82894#1022354,0,0.1892
520054#632752#447590,1,0.5825
24753#428163#651833,1,0.6247
543161#1012963#67379,1,0.657
98676#36147#1068903,1,0.7125
488040#765948#314394,1,0.7895
309360#19558#1006709,0,0.1167
433162#942481#137861,1,0.608
249973#1012697#67645,0,0.3789
360696#634371#445971,1,0.7984
298744#240383#842636,0,0.48
364832#53722#1051228,0,0.3725
529852#133186#954779,1,0.7688
169594#943596#136746,0,0.4513
68842#893739#186603,1,0.7315
213292#668099#412243,1,0.5097
74070#548863#531479,1,0.5255
569272#150287#937808,1,0.5108
374921#365324#714535,0,0.4976
297386#789590#290752,0,0.2137
405126#195899#892358,0,0.322
630375#973073#107269,0,0.3964
42099#1078331#2011,1,0.5174
434067#325905#757228,1,0.6183
67600#475457#604885,0,0.2301
311508#23377#877802,0,0.0928
162693#1069940#10402,1,0.8617
297158#667741#412601,1,0.7571
537830#571278#509064,0,0.1093
357318#278124#804914,1,0.6173
540625#388023#691828,1,0.8451
552064#775313#305029,0,0.3501
420873#876134#204208,0,0.2162
110199#556779#523563,0,0.1618
534325#944813#135529,0,0.363
502197#791946#288396,1,0.7266
305546#28305#885638,0,0.1664
335911#151143#936952,0,0.0768
344682#256441#826541,1,0.6601
355702#880510#199832,0,0.2309
74469#452870#627479,0,0.3453
77784#758153#322189,0,0.147
24908#564904#515438,0,0.1942
327666#715835#364507,0,0.4586
49788#131249#956601,0,0.4923
522085#481540#598802,1,0.6891
493591#36395#1068660,0,0.306
524681#980#1078802,0,0.1874
603495#496893#583449,1,0.6055
413771#197268#890991,0,0.0693
414831#142412#945683,0,0.3852
361348#943830#136512,0,0.3402
490289#222351#860444,0,0.4955
542592#913261#167081,0,0.3866
166659#556822#523520,0,0.3372
184309#227798#855031,0,0.3789
350241#352408#727461,1,0.7551
159061#746771#333571,0,0.4611
169138#736102#344240,0,0.2338
571914#315684#767458,1,0.6977
469040#644759#435583,0,0.2468
38223#630012#450330,0,0.1719
260102#963222#117120,0,0.2243
124475#94949#992826,0,0.3188
135785#114597#973224,0,0.4693
86549#738213#342129,0,0.2331
520443#40983#1064119,0,0.3201
256800#1052423#27919,0,0.1981
192928#106556#981230,1,0.9221
73582#294203#788884,0,0.0987
349831#422895#657088,0,0.3449
526310#1014287#66055,0,0.4205
226893#518419#561923,0,0.1448
257618#178377#909741,1,0.7023
565230#302906#780207,1,0.5357
539627#217006#865765,1,0.7165
110690#592824#487518,0,0.4577
569364#447638#632709,1,0.7913
233775#910746#169596,0,0.3671
238889#542432#537910,0,0.1489
256663#610447#469895,0,0.0872
237438#779194#301148,0,0.2608
544094#392967#686940,1,0.603
423302#193277#894970,0,0.1611
582581#381493#698360,0,0.1923
388508#961089#119253,1,0.7031
422729#300229#782882,1,0.5082
432675#1068496#11846,0,0.2563
197795#893341#187001,0,0.3776
138404#737278#343064,0,0.4147
588955#586171#494171,0,0.2048
600697#751326#329016,1,0.5249
378451#148628#939464,1,0.6541
563177#484564#595778,0,0.3007
601479#683302#397040,1,0.8126
590536#519411#560931,0,0.4707
581940#62686#1042299,0,0.1652
54758#834092#246250,0,0.422
127461#133517#954466,0,0.2204
117674#544825#535517,0,0.3921
201152#222699#860096,0,0.4185
634642#395178#684735,0,0.1147
324219#749076#331266,0,0.479
2128#109602#978193,0,0.3716
607620#253934#829063,1,0.5672
3274#562435#517907,0,0.1727
243299#413363#666552,1,0.9058
147698#498894#581448,0,0.204
302802#270983#812026,0,0.3799
401272#607989#472353,0,0.232
571164#26669#753665,1,0.5516
295362#299271#783828,1,0.5351
598232#653094#427248,1,0.614
469992#941059#139283,0,0.3309
73532#125941#961893,1,0.5932
493130#127584#960265,0,0.3582
581961#795435#284907,0,0.4127
273533#34127#1070906,1,0.8904
517464#621563#458779,1,0.6042
142593#1001596#78746,0,0.3018
152774#203198#882038,1,0.6897
39177#35285#1069769,0,0.2898
578889#224378#856568,1,0.7539
570195#602450#477892,0,0.1983
431907#282066#800985,1,0.8002
42757#700477#379865,0,0.3549
442340#225027#857783,1,0.562
339664#877006#203336,0,0.3088
410961#612815#467527,0,0.1988
245145#739449#340893,0,0.3505
33485#648039#432303,1,0.6329
61400#447622#632725,0,0.384
179022#1006666#73676,0,0.4827
600365#496243#584099,0,0.2812
290163#1016754#63588,0,0.2897
5430#1061707#18635,0,0.0702
527667#156686#931417,1,0.907
690#117446#970374,1,0.8408
40740#415532#664424,0,0.1355
117324#615289#465053,1,0.9332
204793#226331#856484,0,0.1986
323365#394181#685729,1,0.8335
289604#681568#398774,0,0.293
502110#1024128#56214,1,0.6754
587779#878888#201454,0,0.3078
295183#1023001#57341,0,0.2903
500057#452324#628033,1,0.5709
613245#61045#1043937,0,0.3093
583533#12914#1006921,0,0.3108
1845#712865#367477,0,0.3331
142245#19242#876912,0,0.4216
574430#101201#986572,1,0.8103
376023#114938#972882,1,0.5744
238750#684114#396228,0,0.497
114109#366792#713068,0,0.3955
143285#533322#547020,0,0.1781
134603#868865#211477,0,0.1736
382682#430044#649958,1,0.5581
372669#996388#83954,1,0.6125
587657#802494#277848,0,0.3952
434307#528996#551346,0,0.2854
587963#441935#638377,1,0.7188
605470#291667#791392,0,0.2829
260900#999782#80560,0,0.3949
623987#684163#396179,0,0.4697
124251#304484#778621,0,0.3264
394516#831102#249240,1,0.6678
400395#801382#278960,0,0.2542
134560#562737#517605,0,0.2272
275847#1045026#35316,1,0.804
164578#804960#275382,0,0.361
312841#723969#356373,0,0.2074
550645#538718#541624,0,0.2761
94731#123985#963846,1,0.6217
178708#730099#350243,0,0.2462
405846#795461#284881,1,0.7593
70540#789816#290526,1,0.5881
243793#824001#256341,0,0.3797
191887#361524#718339,0,0.2421
88065#650301#430041,0,0.1711
136616#397891#682010,1,0.6394
290432#876352#203990,0,0.4939
106628#500124#580218,1,0.5697
350845#343292#737372,0,0.3558
600311#331038#749522,1,0.571
310754#26758#752738,0,0.0843
127643#906401#173941,1,0.5304
43349#575595#504747,0,0.0352
173908#139804#948300,0,0.2512
128645#153447#934658,0,0.4459
42200#796576#283766,0,0.1757
457639#45452#1059378,1,0.6986
441669#702512#377830,1,0.5841
417996#1070678#9664,1,0.6136
364261#147130#940962,0,0.1323
344356#869077#211265,0,0.2528
412111#370799#709048,0,0.4378
433634#962191#118151,0,0.4914
506310#890538#189804,0,0.3547
557883#448196#632154,1,0.5263
193871#984800#95542,1,0.6253
513217#379909#699945,1,0.8988
109113#347895#732835,1,0.7736
29516#281136#801909,0,0.4981
42914#545559#534783,0,0.15
264226#987704#92638,1,0.51
396812#437476#642821,0,0.3285
342729#1079008#1334,0,0.3903
384903#880252#200090,0,0.4004
209916#754413#325929,0,0.233
435239#155915#932180,1,0.8106
427491#417198#662798,1,0.5818
388191#869003#211339,0,0.4157
7214#20699#1074635,0,0.1905
241610#640666#439676,0,0.2383
191225#830940#249402,0,0.2406
173633#873997#206345,0,0.3168
571025#351411#729357,1,0.6808
514858#726296#354046,0,0.4185
570514#388770#691089,1,0.552
474002#868279#212063,0,0.1908
625820#985835#94507,0,0.4067
123499#979158#101184,1,0.5418
629335#459997#620344,1,0.8338
87383#589968#490374,0,0.457
740#950777#129565,1,0.6494
93856#179627#908493,1,0.5257
193897#460109#620234,0,0.4481
124081#265898#817103,0,0.2412
73264#868696#211646,0,0.3828
434380#34525#1070514,1,0.5419
319406#255251#827738,1,0.518
628982#479947#600395,1,0.7714
552537#76564#1028507,1,0.6827
618120#49190#1055641,1,0.7409
325776#54672#1050279,0,0.3248
367112#254348#798866,0,0.293
465021#482147#598195,0,0.1915
510805#393014#686893,0,0.2649
21827#1018554#61788,1,0.5535
392682#108446#979348,1,0.6407
221255#384612#695245,0,0.4487
260804#868212#212130,0,0.1655
181435#464571#615771,1,0.7448
513093#396647#683261,1,0.8194
526256#329698#751002,1,0.5869
393163#122601#965217,1,0.6373
83554#540385#539957,0,0.3311
31406#558925#521417,0,0.0607
81320#855498#224844,1,0.7357
489766#245026#837970,1,0.7421
437930#513306#567036,0,0.3198
496950#394595#685319,0,0.2515
419131#714168#366174,0,0.4583
347445#327056#756074,0,0.2699
108133#83319#1021928,0,0.1981
155144#567901#512441,1,0.6122
587493#980687#99655,0,0.1584
102527#210974#871773,1,0.7489
185076#80536#1024697,0,0.1456
10744#793564#286778,0,0.4911
176916#445186#635147,0,0.4389
574106#92632#995132,0,0.2683
556511#717251#363091,0,0.4689
604856#212356#870395,0,0.5
519668#141848#946254,1,0.6535
93744#802871#277471,0,0.3415
198249#976970#103372,1,0.7381
267086#243239#839766,0,0.4337
530878#488155#592187,1,0.5008
74235#118822#969007,0,0.4798
331480#170529#917611,1,0.7157
608772#287377#795694,0,0.4105
134091#676698#403644,1,0.5816
113175#80753#1024488,0,0.4395
456344#869194#211148,0,0.0935
288653#842774#237568,0,0.4507
136604#919403#160939,0,0.4071
152591#520347#559995,1,0.5748
24102#300914#782201,1,0.7164
453862#787946#292396,0,0.2229
324887#571471#508871,0,0.3863
448086#820235#260107,1,0.6986
454286#54594#1050355,0,0.4804
527756#573841#506501,0,0.3291
426106#868306#212036,0,0.4362
193245#606920#473422,0,0.1378
520923#694760#385582,0,0.344
608319#195687#892568,0,0.4335
259535#1043896#36446,1,0.6333
201812#224831#857980,1,0.6401
173908#805134#275208,0,0.1681
38394#321424#761726,0,0.1698
311586#19955#1001328,0,0.163
492762#306105#777008,0,0.3219
351937#839347#240995,1,0.6041
487616#726698#353644,1,0.7364
456509#494387#585955,0,0.07
603634#179332#908793,0,0.1564
229071#1054151#26191,1,0.5276
266710#605710#474632,0,0.459
24151#103890#983882,1,0.8099
352775#321125#762031,1,0.7021
284116#28766#752563,0,0.457
444045#759533#320809,0,0.3667
440180#752885#327457,0,0.3404
154836#296248#786854,0,0.4788
494667#65031#1039978,0,0.3765
5840#519830#560512,0,0.2705
382867#424513#655470,0,0.4368
56208#441128#639187,0,0.4875
107399#430319#649687,0,0.3061
427538#92166#995597,0,0.4984
104919#1025016#55326,1,0.5119
241310#988753#91589,1,0.6616
200430#237889#845089,0,0.3641
466615#317135#766007,1,0.5473
310826#28885#753234,0,0.3861
598984#609455#470887,1,0.5746
512561#386784#693065,1,0.5892
542012#489228#591114,1,0.513
607288#53061#1051890,0,0.4993
359778#225321#857489,0,0.4143
386351#192691#895554,0,0.2176
326077#183259#904879,1,0.7074
615288#956914#123428,1,0.6083
210618#897493#182849,1,0.5826
34496#481902#598440,1,0.6652
37115#654643#425699,0,0.2382
503710#793534#286808,1,0.5325
518820#1024875#55467,1,0.589
633305#173608#914504,0,0.4461
326996#870288#210054,0,0.3816
492853#224329#858475,0,0.1275
241191#93318#994450,1,0.6578
255595#512505#567837,0,0.2021
126266#609756#470586,1,0.6442
459628#620558#459784,0,0.2259
392492#739798#340544,1,0.5113
257657#356580#723281,0,0.2435
17823#651688#428654,0,0.2914
419613#1046590#33752,1,0.5604
425727#368513#711346,0,0.4573
551751#495470#584872,1,0.5045
304702#1037858#42484,1,0.5547
134028#772999#307343,0,0.4601
427239#1070959#9383,1,0.5784
386775#871106#209236,1,0.536
233412#761950#318392,1,0.721
270698#793167#287175,0,0.2359
69722#470469#609873,1,0.5505
272962#553772#526570,0,0.4593
314936#1011341#69001,0,0.4679
394952#333738#746841,1,0.786
331560#56138#1048816,0,0.4199
409990#384323#695534,0,0.3683
241425#537933#542409,0,0.2297
410412#841200#239142,0,0.1642
206106#356770#723092,1,0.648
477752#207984#874727,1,0.554
611220#730329#350013,0,0.1263
128172#89018#1016522,0,0.2236
105927#500968#579374,1,0.5409
172628#493152#587190,0,0.3755
12242#1058585#21757,1,0.7598
11072#765914#314428,1,0.5012
13054#371769#708081,1,0.5292
448244#776948#303394,0,0.4207
511130#342733#737927,1,0.534
521806#429259#650739,0,0.3446
621732#1071517#8825,0,0.473
608630#667275#413067,0,0.465
228646#943481#136861,0,0.2149
558136#872349#207993,0,0.471
553124#640302#440040,1,0.5946
199804#109723#978073,1,0.8094
542017#180143#907979,1,0.6154
72144#824176#256166,0,0.3449
252186#276946#806082,0,0.2382
71212#132060#955842,0,0.1125
225987#845847#234495,1,0.7384
992#645334#435008,1,0.5228
40678#809949#270393,1,0.6744
237318#702919#377423,0,0.2693
90412#244398#838598,0,0.2519
110452#566494#513848,0,0.1214
537409#868282#212060,0,0.3648
349197#540739#539603,1,0.8026
534292#1028092#52250,0,0.4404
360227#960907#119435,0,0.1653
193545#1053313#27029,1,0.7645
380871#473391#606951,0,0.4707
57814#823628#256714,1,0.6436
